episode,steps,total_reward,success,key_found_step,door_attempts_without_key,door_opened_step,mean_loss,mean_td_error,mean_q_value,mean_mood_value,mean_mood_action,mean_overall_mood,exploration_boosts,mean_mood_bias,epsilon,effective_epsilon,success_rate_100
88,26,-1.6000,1,-1,0,-1,0.038713,0.000000,-0.016780,0.000000,0.000000,0.000000,0,0.000000,0.8884,0.0000,0.4270
89,100,-9.0000,0,-1,0,-1,0.011375,0.000000,-0.007801,0.000000,0.000000,0.000000,0,0.000000,0.8871,0.0000,0.4222
90,100,-8.0000,0,-1,0,-1,0.019497,0.000000,0.022166,0.000000,0.000000,0.000000,0,0.000000,0.8858,0.0000,0.4176
91,100,-8.0000,0,-1,0,-1,0.050334,0.000000,0.019247,0.000000,0.000000,0.000000,0,0.000000,0.8846,0.0000,0.4130
92,100,-8.0000,0,-1,0,-1,0.023784,0.000000,0.089807,0.000000,0.000000,0.000000,0,0.000000,0.8833,0.0000,0.4086
93,100,-8.0000,0,-1,0,-1,0.014664,0.000000,0.096713,0.000000,0.000000,0.000000,0,0.000000,0.8820,0.0000,0.4043
94,23,-20.3000,1,-1,0,-1,0.029579,0.000000,0.038576,0.000000,0.000000,0.000000,0,0.000000,0.8808,0.0000,0.4105
95,100,-8.0000,0,-1,0,-1,0.032265,0.000000,0.061049,0.000000,0.000000,0.000000,0,0.000000,0.8795,0.0000,0.4062
96,100,-8.0000,0,-1,0,-1,0.013137,0.000000,0.032209,0.000000,0.000000,0.000000,0,0.000000,0.8782,0.0000,0.4021
97,51,-10.1000,1,-1,0,-1,0.021179,0.000000,0.057599,0.000000,0.000000,0.000000,0,0.000000,0.8770,0.0000,0.4082
98,100,-8.0000,0,-1,0,-1,0.036770,0.000000,0.048516,0.000000,0.000000,0.000000,0,0.000000,0.8757,0.0000,0.4040
99,100,-8.0000,0,-1,0,-1,0.023172,0.000000,0.088786,0.000000,0.000000,0.000000,0,0.000000,0.8744,0.0000,0.4000
100,95,-8.5000,1,-1,0,-1,0.007404,0.000000,0.073862,0.000000,0.000000,0.000000,0,0.000000,0.8732,0.0000,0.4000
101,100,-8.0000,0,-1,0,-1,0.016850,0.000000,0.052888,0.000000,0.000000,0.000000,0,0.000000,0.8719,0.0000,0.3900
102,100,-8.0000,0,-1,0,-1,0.022405,0.000000,0.064723,0.000000,0.000000,0.000000,0,0.000000,0.8706,0.0000,0.3800
103,14,-7.4000,1,-1,0,-1,0.073553,0.000000,0.048170,0.000000,0.000000,0.000000,0,0.000000,0.8694,0.0000,0.3800
104,100,-8.0000,0,-1,0,-1,0.057281,0.000000,0.131131,0.000000,0.000000,0.000000,0,0.000000,0.8681,0.0000,0.3700
105,100,-8.0000,0,-1,0,-1,0.031733,0.000000,0.145322,0.000000,0.000000,0.000000,0,0.000000,0.8668,0.0000,0.3600
106,100,-8.0000,0,-1,0,-1,0.021476,0.000000,0.121085,0.000000,0.000000,0.000000,0,0.000000,0.8656,0.0000,0.3500
107,100,-8.0000,0,-1,0,-1,0.022281,0.000000,0.104028,0.000000,0.000000,0.000000,0,0.000000,0.8643,0.0000,0.3500
108,54,-4.4000,1,-1,0,-1,0.005951,0.000000,0.151087,0.000000,0.000000,0.000000,0,0.000000,0.8630,0.0000,0.3600
109,100,-14.0000,0,-1,0,-1,0.025282,0.000000,0.136056,0.000000,0.000000,0.000000,0,0.000000,0.8617,0.0000,0.3600
110,18,-13.8000,1,-1,0,-1,0.024454,0.000000,0.212993,0.000000,0.000000,0.000000,0,0.000000,0.8605,0.0000,0.3700
111,100,-21.0000,0,-1,0,-1,0.010489,0.000000,0.131093,0.000000,0.000000,0.000000,0,0.000000,0.8592,0.0000,0.3700
112,9,-6.9000,1,-1,0,-1,0.001320,0.000000,0.098640,0.000000,0.000000,0.000000,0,0.000000,0.8579,0.0000,0.3700
113,100,-8.0000,0,-1,0,-1,0.029538,0.000000,0.116191,0.000000,0.000000,0.000000,0,0.000000,0.8567,0.0000,0.3600
114,64,-29.4000,1,-1,0,-1,0.022129,0.000000,0.061655,0.000000,0.000000,0.000000,0,0.000000,0.8554,0.0000,0.3600
115,12,-13.2000,1,-1,0,-1,0.000910,0.000000,0.255826,0.000000,0.000000,0.000000,0,0.000000,0.8541,0.0000,0.3700
116,90,-14.0000,1,-1,0,-1,0.009792,0.000000,0.128078,0.000000,0.000000,0.000000,0,0.000000,0.8529,0.0000,0.3800
117,100,-8.0000,0,-1,0,-1,0.046442,0.000000,0.138562,0.000000,0.000000,0.000000,0,0.000000,0.8516,0.0000,0.3700
118,100,-8.0000,0,-1,0,-1,0.027962,0.000000,0.180046,0.000000,0.000000,0.000000,0,0.000000,0.8503,0.0000,0.3700
119,100,-27.0000,0,-1,0,-1,0.041338,0.000000,0.143886,0.000000,0.000000,0.000000,0,0.000000,0.8491,0.0000,0.3600
120,100,-39.0000,0,-1,0,-1,0.030889,0.000000,0.157781,0.000000,0.000000,0.000000,0,0.000000,0.8478,0.0000,0.3600
121,100,-8.0000,0,-1,0,-1,0.029735,0.000000,0.162423,0.000000,0.000000,0.000000,0,0.000000,0.8465,0.0000,0.3600
122,100,-32.0000,0,-1,0,-1,0.027492,0.000000,0.144888,0.000000,0.000000,0.000000,0,0.000000,0.8453,0.0000,0.3500
123,51,-10.1000,1,-1,0,-1,0.034034,0.000000,0.142618,0.000000,0.000000,0.000000,0,0.000000,0.8440,0.0000,0.3500
124,100,-8.0000,0,-1,0,-1,0.022584,0.000000,0.149057,0.000000,0.000000,0.000000,0,0.000000,0.8427,0.0000,0.3500
125,100,-8.0000,0,-1,0,-1,0.036173,0.000000,0.157614,0.000000,0.000000,0.000000,0,0.000000,0.8415,0.0000,0.3400
126,100,-21.0000,0,-1,0,-1,0.041323,0.000000,0.148093,0.000000,0.000000,0.000000,0,0.000000,0.8402,0.0000,0.3300
127,100,-21.0000,0,-1,0,-1,0.031710,0.000000,0.161508,0.000000,0.000000,0.000000,0,0.000000,0.8389,0.0000,0.3200
128,100,-8.0000,0,-1,0,-1,0.036956,0.000000,0.159224,0.000000,0.000000,0.000000,0,0.000000,0.8377,0.0000,0.3200
129,81,-31.1000,1,-1,0,-1,0.021081,0.000000,0.126432,0.000000,0.000000,0.000000,0,0.000000,0.8364,0.0000,0.3300
130,100,-15.0000,0,-1,0,-1,0.025290,0.000000,0.151123,0.000000,0.000000,0.000000,0,0.000000,0.8351,0.0000,0.3200
131,100,-9.0000,0,-1,0,-1,0.043905,0.000000,0.148163,0.000000,0.000000,0.000000,0,0.000000,0.8338,0.0000,0.3200
132,100,-8.0000,0,-1,0,-1,0.038747,0.000000,0.133992,0.000000,0.000000,0.000000,0,0.000000,0.8326,0.0000,0.3200
133,100,-9.0000,0,-1,0,-1,0.038983,0.000000,0.155255,0.000000,0.000000,0.000000,0,0.000000,0.8313,0.0000,0.3100
134,47,-3.7000,1,-1,0,-1,0.056454,0.000000,0.112540,0.000000,0.000000,0.000000,0,0.000000,0.8300,0.0000,0.3200
135,100,-8.0000,0,-1,0,-1,0.032814,0.000000,0.154502,0.000000,0.000000,0.000000,0,0.000000,0.8288,0.0000,0.3100
