episode,steps,total_reward,success,key_found_step,door_attempts_without_key,door_opened_step,mean_loss,mean_td_error,mean_q_value,mean_mood_value,mean_mood_action,mean_overall_mood,exploration_boosts,mean_mood_bias,epsilon,effective_epsilon,success_rate_100
123,20,12.0000,1,8,0,19,0.047214,-0.464440,11.014734,-0.030312,0.002736,-0.017093,615,-0.008547,0.2867,0.2867,0.7200
124,69,8.5400,1,20,0,30,0.051543,-0.346350,10.877674,-0.029930,0.007299,-0.015038,615,-0.007519,0.2835,0.2835,0.7200
125,54,8.8400,1,21,0,53,0.060254,-0.407431,10.778354,-0.032612,0.003206,-0.018285,615,-0.009142,0.2809,0.2809,0.7200
126,30,11.4000,1,4,0,29,0.084135,-0.589377,10.754629,-0.040336,0.005941,-0.021825,615,-0.010913,0.2795,0.2795,0.7200
127,28,11.2800,1,10,0,26,0.058914,-0.435905,10.811553,-0.032850,-0.000495,-0.019908,615,-0.009954,0.2781,0.2781,0.7200
128,27,11.0200,1,14,0,26,0.042403,-0.396387,10.821519,-0.032342,0.001013,-0.019000,615,-0.009500,0.2769,0.2769,0.7300
129,55,9.5000,1,19,0,54,0.054227,-0.443746,10.802536,-0.033933,0.001134,-0.019906,615,-0.009953,0.2742,0.2742,0.7300
130,57,8.6200,1,32,0,56,0.046177,-0.448587,10.790116,-0.036657,0.003385,-0.020640,615,-0.010320,0.2715,0.2715,0.7300
131,29,11.5400,1,12,0,27,0.049954,-0.442648,10.766187,-0.032518,-0.000131,-0.019563,615,-0.009782,0.2702,0.2702,0.7300
132,49,10.3400,1,37,0,48,0.050302,-0.351152,10.792883,-0.030405,0.001367,-0.017696,615,-0.008848,0.2678,0.2678,0.7300
133,40,10.6000,1,19,0,39,0.062414,-0.483846,10.815867,-0.035301,0.002829,-0.020049,615,-0.010025,0.2659,0.2659,0.7300
134,92,6.7200,1,72,0,91,0.057984,-0.452362,10.797019,-0.040408,0.002177,-0.023374,615,-0.011687,0.2616,0.2616,0.7300
